@relation bach_choral_harmony
@attribute eventNumber numeric
@attribute pitch3 {' NO','YES'}
@attribute pitch4 {' NO','YES'}
@attribute pitch5 {' NO','YES'}
@attribute pitch6 {' NO','YES'}
@attribute pitch7 {' NO','YES'}
@attribute pitch8 {' NO','YES'}
@attribute pitch9 {' NO','YES'}
@attribute pitch10 {' NO','YES'}
@attribute pitch11 {' NO','YES'}
@attribute pitch12 {' NO','YES'}
@attribute pitch13 {' NO','YES'}
@attribute pitch14 {' NO','YES'}
@attribute bass {'A','A#','Ab','B','Bb','C','C#','D','D#','Db','E','Eb','F','F#','G','G#'}
@attribute meter numeric
@attribute class {' A#d',' A#d7',' A_d',' A_m',' A_M',' A_m4',' A_M4',' A_m6',' A_M6',' A_m7',' A_M7',' Abd',' Abm',' AbM',' B_d',' B_d7',' B_m',' B_M',' B_M4',' B_m6',' B_m7',' B_M7',' Bbd',' Bbm',' BbM',' Bbm6',' BbM7',' C#d',' C#d6',' C#d7',' C#m',' C#M',' C#M4',' C#m7',' C#M7',' C_d6',' C_d7',' C_m',' C_M',' C_M4',' C_m6',' C_M6',' C_m7',' C_M7',' D#d',' D#d6',' D#d7',' D#m',' D#M',' D_d7',' D_m',' D_M',' D_M4',' D_m6',' D_M6',' D_m7',' D_M7',' Dbd',' Dbd7',' Dbm',' DbM',' Dbm7',' DbM7',' E_d',' E_m',' E_M',' E_M4',' E_m6',' E_m7',' E_M7',' Ebd',' EbM',' EbM7',' F#d',' F#d7',' F#m',' F#M',' F#M4',' F#m6',' F#m7',' F#M7',' F_d',' F_d7',' F_m',' F_M',' F_M4',' F_m6',' F_M6',' F_m7',' F_M7',' G#d',' G#d7',' G#m',' G#M',' G_d',' G_m',' G_M',' G_M4',' G_m6',' G_M6',' G_m7',' G_M7'}
@data
15,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','G#',3,' F_d'
16,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' F#m'
17,' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO',' NO','YES','F',2,' F#m'
18,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
19,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','G#',2,' F#m'
20,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' F#m'
21,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','G#',5,' C#m'
22,' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m6'
23,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','G#',3,' G#M'
24,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','C#',4,' C#M'
25,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
26,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M'
27,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M7'
28,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
29,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',4,' B_M'
30,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D#',3,' B_M7'
31,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
32,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',5,' A_M'
33,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','C#',2,' A_M'
34,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' F#m7'
35,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
36,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_M'
37,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
38,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','C',3,' C#m'
39,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' F#m'
40,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
41,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M7'
42,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
43,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
44,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',3,' C#M'
45,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','F',3,' C#M7'
46,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' F#m'
47,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' F#m'
48,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','C#',3,' C#m'
49,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',2,' C#m'
50,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
51,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
52,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',3,' G#d'
53,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C#',5,' F#m'
54,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','C#',3,' C#M4'
55,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO','C#',2,' C#M4'
56,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','C#',3,' C#M'
57,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',4,' F#M'
1,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
2,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' E_m'
3,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m'
4,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
5,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','A',4,' D_M'
6,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
7,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
8,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
9,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO','F#',2,' D_M'
10,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
11,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
12,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
13,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M'
14,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
15,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D#d'
16,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',4,' E_m'
17,' NO',' NO',' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','D#',2,' E_m'
18,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
19,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' E_m'
20,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m'
21,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',5,' B_m'
22,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m6'
23,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
24,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
25,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
26,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
27,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
28,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
29,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',4,' A_M'
30,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','C#',3,' A_M'
31,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
32,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',5,' G_M'
33,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','B',2,' G_M'
34,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m'
35,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
36,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M'
37,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
38,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
39,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_M'
40,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',3,' C_M'
41,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
42,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
43,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' G_M'
44,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',3,' B_M'
45,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D#',3,' B_M7'
46,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' C_M'
47,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',2,' C_M'
48,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' G_M'
49,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' G_M'
50,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F',3,' D_M'
51,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
52,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' F#d'
53,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','B',5,' E_m'
54,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES','B',3,' B_M4'
55,' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO','YES','B',2,' B_M4'
56,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',3,' B_M'
57,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
1,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
2,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',3,' BbM'
3,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',4,' A_m'
4,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO','A',2,' A_m'
5,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m7'
6,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m7'
7,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
8,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m'
9,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
10,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' F_M'
11,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
12,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
13,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
14,' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO','E',3,' BbM'
15,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',2,' BbM'
16,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',4,' C_M'
17,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','E',2,' C_M'
18,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
19,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' BbM'
20,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' BbM'
21,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',1,' BbM'
22,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
23,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',2,' C_M'
24,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M'
25,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
26,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',3,' BbM'
27,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',4,' A_m7'
28,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO','A',2,' A_m7'
29,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m7'
30,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m7'
31,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
32,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m'
33,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
34,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' F_M'
35,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
36,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
37,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
38,' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO','E',3,' BbM'
39,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',2,' BbM'
40,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',4,' C_M'
41,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','E',2,' C_M'
42,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
43,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' BbM'
44,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' BbM'
45,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',1,' BbM'
46,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
47,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',2,' C_M'
48,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M'
49,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_M'
50,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','YES',' NO','Bb',3,' F#d'
51,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' F#d'
52,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
53,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' G_m'
54,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',3,' EbM'
55,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','D',2,' EbM'
56,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','C',5,' C_m6'
57,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' C_m6'
58,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
59,'YES',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO',' NO','D',2,' D_M'
60,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
61,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
62,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' C_m'
63,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',2,' C_m'
64,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','D',4,' D_m'
65,'YES',' NO','YES','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','C',2,' D_m'
66,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',3,' BbM'
67,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','Bb',2,' BbM'
68,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',5,' EbM'
69,' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',2,' EbM'
70,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',1,' EbM'
71,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
72,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' F_M'
73,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
74,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
75,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' F_M'
76,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
77,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m'
78,'YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_m'
79,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO','A',2,' A_m'
80,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m7'
81,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m7'
82,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
83,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m'
84,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
85,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' F_M'
86,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
87,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
88,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
89,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',2,' F_M'
90,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','C',3,' BbM'
91,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',2,' BbM'
92,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',4,' F_M'
93,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' F_M'
94,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
95,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' F_M'
96,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','C',5,' F_M'
97,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
98,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',2,' C_M'
99,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M'
100,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
1,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
2,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','G#',2,' F#m'
3,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' F#m'
4,' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
5,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','G#',2,' E_M'
6,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' F#m'
7,' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO','YES',' NO',' NO','F#',2,' F#m'
8,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',3,' B_m'
9,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','D',2,' B_m'
10,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','C#',5,' C#M'
11,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
12,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','B',2,' A_M'
13,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',5,' A_M'
14,' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D#',2,' A_M'
15,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',3,' C#M'
16,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','F',2,' C#M'
17,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO','F#',4,' F#m'
18,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' F#m'
19,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
20,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
21,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','C#',5,' C#M'
22,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','C#',3,' C#M'
23,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' F#m'
24,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' F#m'
25,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_m'
26,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',2,' E_m'
27,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
